LIN,Linde Plc,Process Industries
LIND,"Lindblad Expeditions Holdings, Inc.",Consumer Services
LITE,"Lumentum Holdings, Inc.",Producer Manufacturing
LIVN,LivaNova Plc,Health Technology
LKFN,Lakeland Financial Corp. (Indiana),Finance
LKQ,LKQ Corp.,Consumer Durables
LL,"Lumber Liquidators Holdings, Inc.",Retail Trade
LLNW,"Limelight Networks, Inc.",Technology Services
LLY,Eli Lilly & Co.,Health Technology
LMAT,"LeMaitre Vascular, Inc.",Health Technology
LMND,"Lemonade, Inc.",Finance
LMNL,"Liminal BioSciences, Inc.",Health Technology
LMNR,Limoneira Co.,Process Industries
LMNX,Luminex Corp.,Health Technology
LMPX,"LMP Automotive Holdings, Inc.",Technology Services
LMRK,Landmark Infrastructure Partners LP,Finance
LMT,Lockheed Martin Corp.,Electronic Technology
LNC,Lincoln National Corp.,Finance
LNDC,Landec Corp.,Consumer Non-Durables
LNG,"Cheniere Energy, Inc.",Industrial Services
LNN,Lindsay Corp.,Producer Manufacturing
LNT,Alliant Energy Corp.,Utilities
LNTH,"Lantheus Holdings, Inc.",Health Technology
LOAK,Live Oak Acquisition Corp.,Finance
LOB,"Live Oak Bancshares, Inc.",Finance
LOCO,"El Pollo Loco Holdings, Inc.",Consumer Services
LOGI,Logitech International SA,Electronic Technology
LOOP,"Loop Industries, Inc.",Process Industries
LOPE,"Grand Canyon Education, Inc.",Commercial Services
LORL,"Loral Space & Communications, Inc.",Communications
LOVE,The Lovesac Co.,Retail Trade
LOW,"Lowe's Cos., Inc.",Retail Trade
LPG,Dorian LPG Ltd.,Transportation
LPLA,"LPL Financial Holdings, Inc.",Finance
LPRO,Open Lending Corp.,Technology Services
LPSN,"LivePerson, Inc.",Technology Services
LPX,Louisiana-Pacific Corp.,Non-Energy Minerals
LQDT,"Liquidity Services, Inc.",Consumer Services
LRCX,Lam Research Corp.,Electronic Technology
LRMR,"Larimar Therapeutics, Inc.",Health Technology
LRN,"K12, Inc.",Consumer Services
LSAC,LifeSci Acquisition Corp.,Finance
LSCC,Lattice Semiconductor Corp.,Electronic Technology
LSF,"Laird Superfood, Inc.",Consumer Non-Durables
LSI,"Life Storage, Inc.",Finance
LSPD,"Lightspeed POS, Inc.",Technology Services
LSTR,"Landstar System, Inc.",Transportation
LSXMA,Liberty Media Corp. Liberty SiriusXM,Consumer Services
LSXMK,Liberty Media Corp. Liberty SiriusXM,Consumer Services
LTC,"LTC Properties, Inc.",Finance
LTHM,Livent Corp.,Process Industries
LULU,"lululemon athletica, Inc.",Retail Trade
LUMN,"Lumen Technologies, Inc. (Louisiana)",Communications
LUNG,Pulmonx Corp.,Health Technology
LUV,Southwest Airlines Co.,Transportation
LVGO,"Livongo Health, Inc.",Technology Services
LVS,Las Vegas Sands Corp.,Consumer Services
LW,"Lamb Weston Holdings, Inc.",Consumer Non-Durables
LXFR,Luxfer Holdings Plc,Producer Manufacturing
LXP,Lexington Realty Trust,Finance
LYB,LyondellBasell Industries NV,Process Industries
LYFT,"Lyft, Inc.",Technology Services
LYV,"Live Nation Entertainment, Inc.",Consumer Services
LZB,"La-Z-Boy, Inc.",Consumer Durables
M,"Macy's, Inc.",Retail Trade
MA,"Mastercard, Inc.",Finance
MAA,"Mid-America Apartment Communities, Inc.",Finance
MAC,Macerich Co.,Finance
MAG,MAG Silver Corp.,Non-Energy Minerals
MAIN,Main Street Capital Corp.,Finance
MAN,"ManpowerGroup, Inc.",Commercial Services
MANH,"Manhattan Associates, Inc.",Technology Services
MANT,ManTech International Corp.,Technology Services
MANU,Manchester United Plc,Consumer Services
MAR,"Marriott International, Inc.",Consumer Services
MAS,Masco Corp.,Producer Manufacturing
MASI,Masimo Corp.,Health Technology
MAT,"Mattel, Inc.",Consumer Durables
MATW,Matthews International Corp.,Producer Manufacturing
MATX,"Matson, Inc.",Transportation
MAXN,Maxeon Solar Technologies Pte Ltd.,Utilities
MAXR,"Maxar Technologies, Inc.",Electronic Technology
MBI,"MBIA, Inc.",Finance
MBIN,Merchants Bancorp (Indiana),Finance
MBUU,"Malibu Boats, Inc.",Consumer Durables
MBWM,Mercantile Bank Corp.,Finance
MC,Moelis & Co.,Finance
MCB,Metropolitan Bank Holding Corp.,Finance
MCBC,Macatawa Bank Corp.,Finance
MCBS,"MetroCity Bankshares, Inc.",Finance
MCD,McDonald's Corp.,Consumer Services
MCFT,"Mastercraft Boat Holdings, Inc.",Consumer Durables
MCHP,"Microchip Technology, Inc.",Electronic Technology
MCK,McKesson Corp.,Distribution Services
MCO,Moody's Corp.,Commercial Services
MCRB,"Seres Therapeutics, Inc.",Health Technology
MCRI,"Monarch Casino & Resort, Inc.",Consumer Services
MCS,Marcus Corp.,Consumer Services
MCY,Mercury General Corp.,Finance
MD,"MEDNAX, Inc.",Health Services
MDB,"MongoDB, Inc.",Technology Services
MDC,"M.D.C. Holdings, Inc.",Consumer Durables
MDGL,"Madrigal Pharmaceuticals, Inc.",Health Technology
MDLA,"Medallia, Inc.",Technology Services
MDLZ,"Mondelez International, Inc.",Consumer Non-Durables
MDNA,Medicenna Therapeutics Corp.,Health Technology
MDP,Meredith Corp.,Consumer Services
MDRX,"Allscripts Healthcare Solutions, Inc.",Technology Services
MDT,Medtronic Plc,Health Technology
MDU,"MDU Resources Group, Inc.",Utilities
MED,"Medifast, Inc.",Consumer Services
MEDP,"Medpace Holdings, Inc.",Commercial Services
MEG,"Montrose Environmental Group, Inc.",Commercial Services
MEI,"Methode Electronics, Inc.",Electronic Technology
MEIP,"MEI Pharma, Inc.",Health Technology
MELI,"MercadoLibre, Inc.",Technology Services
MEOH,Methanex Corp.,Process Industries
MERC,"Mercer International, Inc.",Process Industries
MET,"MetLife, Inc.",Finance
METX,Meten Edtechx Education Group Ltd.,Commercial Services
MFA,"MFA Financial, Inc.",Finance
MFC,Manulife Financial Corp.,Finance
MGA,"Magna International, Inc.",Producer Manufacturing
MGEE,"MGE Energy, Inc.",Utilities
MGI,"MoneyGram International, Inc.",Commercial Services
MGIC,Magic Software Enterprises Ltd.,Technology Services
MGLN,"Magellan Health, Inc.",Health Services
MGM,MGM Resorts International,Consumer Services
MGNI,"Magnite, Inc.",Commercial Services
MGNX,"MacroGenics, Inc.",Health Technology
MGP,MGM Growth Properties LLC,Finance
MGPI,"MGP Ingredients, Inc.",Process Industries
MGRC,McGrath RentCorp,Finance
MGTA,"Magenta Therapeutics, Inc.",Health Technology
MGTX,MeiraGTx Holdings Plc,Health Technology
MGY,Magnolia Oil & Gas Corp.,Energy Minerals
MHH,"Mastech Digital, Inc.",Commercial Services
MHK,"Mohawk Industries, Inc.",Consumer Durables
MHO,"M/I Homes, Inc.",Consumer Durables
MIC,Macquarie Infrastructure Corp.,Finance
MICT,"MICT, Inc.",Electronic Technology
MIDD,The Middleby Corp.,Producer Manufacturing
MIK,"Michaels Cos., Inc.",Retail Trade
MIME,Mimecast Ltd.,Technology Services
MIRM,"Mirum Pharmaceuticals, Inc.",Health Technology
MITK,"Mitek Systems, Inc.",Technology Services
MKC,"McCormick & Co., Inc.",Consumer Non-Durables
MKL,Markel Corp.,Finance
MKSI,"MKS Instruments, Inc.",Electronic Technology
MKTX,"MarketAxess Holdings, Inc.",Finance
MLAB,"Mesa Laboratories, Inc.",Health Technology
MLHR,"Herman Miller, Inc.",Producer Manufacturing
MLI,"Mueller Industries, Inc.",Producer Manufacturing
MLM,"Martin Marietta Materials, Inc.",Non-Energy Minerals
MLP,"Maui Land & Pineapple Co., Inc.",Finance
MLR,"Miller Industries, Inc. (Tennessee)",Producer Manufacturing
MMC,"Marsh & McLennan Cos., Inc.",Finance
MMI,"Marcus & Millichap, Inc.",Finance
MMM,3M Co.,Producer Manufacturing
MMP,Magellan Midstream Partners LP,Industrial Services
MMS,"MAXIMUS, Inc.",Commercial Services
MMSI,"Merit Medical Systems, Inc.",Health Technology
MMX,"Maverix Metals, Inc.",Non-Energy Minerals
MMYT,MakeMyTrip Ltd.,Consumer Services
MNKD,MannKind Corp.,Health Technology
MNOV,"MediciNova, Inc.",Health Technology
MNR,Monmouth Real Estate Investment Corp.,Finance
MNRL,"Brigham Minerals, Inc.",Miscellaneous
MNRO,"Monro, Inc.",Retail Trade
MNST,Monster Beverage Corp.,Consumer Non-Durables
MO,"Altria Group, Inc.",Consumer Non-Durables
MOBL,"MobileIron, Inc.",Technology Services
MOD,Modine Manufacturing Co.,Producer Manufacturing
MODN,"Model N, Inc.",Technology Services
MOFG,"MidWestOne Financial Group, Inc.",Finance
MOG.A,"Moog, Inc.",Electronic Technology
MOH,"Molina Healthcare, Inc.",Health Services
MORF,"Morphic Holding, Inc.",Health Technology
MORN,"Morningstar, Inc.",Finance
MOS,The Mosaic Co.,Process Industries
MOV,"Movado Group, Inc.",Consumer Durables
MPAA,"Motorcar Parts of America, Inc.",Producer Manufacturing
MPC,Marathon Petroleum Corp.,Energy Minerals
MPLX,MPLX LP,Industrial Services
MPW,"Medical Properties Trust, Inc.",Finance
MPWR,"Monolithic Power Systems, Inc.",Electronic Technology
MPX,Marine Products Corp.,Consumer Durables
MRC,"MRC Global, Inc.",Distribution Services
MRCY,"Mercury Systems, Inc.",Electronic Technology
MRK,"Merck & Co., Inc.",Health Technology
MRNA,"Moderna, Inc.",Health Technology
MRNS,"Marinus Pharmaceuticals, Inc.",Health Technology
MRO,Marathon Oil Corp.,Energy Minerals
MRSN,"Mersana Therapeutics, Inc.",Health Technology
MRTN,Marten Transport Ltd.,Transportation
MRTX,"Mirati Therapeutics, Inc.",Health Technology
MRUS,Merus NV,Health Technology
MRVL,Marvell Technology Group Ltd.,Electronic Technology
MS,Morgan Stanley,Finance
MSA,"MSA Safety, Inc.",Consumer Durables
MSB,Mesabi Trust,Non-Energy Minerals
MSBI,"Midland States Bancorp, Inc.",Finance
MSCI,"MSCI, Inc.",Technology Services
MSEX,Middlesex Water Co.,Utilities
MSFT,Microsoft Corp.,Technology Services
MSGE,Madison Square Garden Entertainment Corp.,Consumer Services
MSGN,"MSG Networks, Inc.",Consumer Services
MSGS,Madison Square Garden Sports Corp.,Consumer Services
MSI,"Motorola Solutions, Inc.",Electronic Technology
MSM,"MSC Industrial Direct Co., Inc.",Distribution Services
MSON,"Misonix, Inc.",Health Technology
MSTR,"MicroStrategy, Inc.",Technology Services
MTA,Metalla Royalty & Streaming Ltd.,Commercial Services
MTB,M&T Bank Corp.,Finance
MTCH,"Match Group, Inc.",Technology Services
MTCR,"Metacrine, Inc.",Health Technology
MTD,"Mettler-Toledo International, Inc.",Health Technology
MTDR,Matador Resources Co.,Energy Minerals
MTEM,"Molecular Templates, Inc.",Health Technology
MTG,MGIC Investment Corp.,Finance
MTH,Meritage Homes Corp.,Consumer Durables
MTN,"Vail Resorts, Inc.",Consumer Services
MTOR,"Meritor, Inc.",Producer Manufacturing
MTRN,Materion Corp.,Non-Energy Minerals
MTRX,Matrix Service Co.,Industrial Services
MTSC,MTS Systems Corp.,Electronic Technology
MTSI,"MACOM Technology Solutions Holdings, Inc.",Electronic Technology
MTW,"The Manitowoc Co., Inc.",Producer Manufacturing
MTX,"Minerals Technologies, Inc.",Process Industries
MTZ,"MasTec, Inc.",Industrial Services
MU,"Micron Technology, Inc.",Electronic Technology
MUR,Murphy Oil Corp.,Energy Minerals
MUSA,"Murphy USA, Inc.",Retail Trade
MUX,"McEwen Mining, Inc.",Non-Energy Minerals
MVBF,MVB Financial Corp.,Finance
MVIS,"MicroVision, Inc.",Electronic Technology
MWA,"Mueller Water Products, Inc.",Producer Manufacturing
MX,MagnaChip Semiconductor Corp.,Electronic Technology
MXIM,"Maxim Integrated Products, Inc.",Electronic Technology
MXL,"MaxLinear, Inc.",Electronic Technology
MYE,"Myers Industries, Inc.",Process Industries
MYGN,"Myriad Genetics, Inc.",Health Technology
MYL,Mylan NV,Health Technology
MYOK,"MyoKardia, Inc.",Health Technology
MYOV,Myovant Sciences Ltd.,Health Technology
MYRG,"MYR Group, Inc.",Industrial Services
NAK,Northern Dynasty Minerals Ltd.,Non-Energy Minerals
NARI,"Inari Medical, Inc.",Health Technology
NAT,Nordic American Tankers Ltd.,Transportation
NATH,"Nathan's Famous, Inc.",Consumer Services
NATI,National Instruments Corp.,Technology Services
NATR,"Nature's Sunshine Products, Inc.",Consumer Non-Durables
NAV,Navistar International Corp.,Producer Manufacturing
NAVI,Navient Corp.,Finance
NBHC,National Bank Holdings Corp.,Finance
NBIX,"Neurocrine Biosciences, Inc.",Health Technology
NBLX,Noble Midstream Partners LP,Industrial Services
NBTB,"NBT Bancorp, Inc.",Finance
NCBS,"Nicolet Bankshares, Inc.",Finance
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Services
NCMI,"National CineMedia, Inc.",Commercial Services
NCNO,"nCino, Inc.",Technology Services
NCR,NCR Corp.,Electronic Technology
NDAQ,"Nasdaq, Inc.",Finance
NDLS,Noodles & Co.,Consumer Services
NDSN,Nordson Corp.,Producer Manufacturing
NEE,"NextEra Energy, Inc.",Utilities
NEM,Newmont Corp.,Non-Energy Minerals
NEO,"NeoGenomics, Inc.",Health Services
NEOG,Neogen Corp.,Health Technology
NEP,NextEra Energy Partners LP,Utilities
NEPT,"Neptune Wellness Solutions, Inc.",Health Technology
NESR,National Energy Services Reunited Corp.,Industrial Services
NET,"Cloudflare, Inc.",Technology Services
NEU,NewMarket Corp.,Process Industries
NEWR,"New Relic, Inc.",Technology Services
NEWT,Newtek Business Services Corp.,Commercial Services
NEX,"NexTier Oilfield Solutions, Inc.",Industrial Services
NEXA,Nexa Resources SA,Non-Energy Minerals
NEXT,NextDecade Corp.,Energy Minerals
NFBK,"Northfield Bancorp, Inc. (New Jersey)",Finance
NFE,New Fortress Energy Inc.,Industrial Services
NFG,National Fuel Gas Co.,Energy Minerals
NFH,New Frontier Health Corp.,Finance
NFIN,Netfin Acquisition Corp.,Finance
NFLX,"Netflix, Inc.",Consumer Services
NG,"NovaGold Resources, Inc.",Non-Energy Minerals
NGD,"New Gold, Inc.",Non-Energy Minerals
NGHC,National General Holdings Corp.,Finance
NGL,NGL Energy Partners LP,Industrial Services
NGM,"NGM Biopharmaceuticals, Inc.",Health Technology
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Retail Trade
NGVT,Ingevity Corp.,Process Industries
NH,"NantHealth, Inc.",Technology Services
NHC,National HealthCare Corp.,Health Services
NHI,"National Health Investors, Inc.",Finance
NI,"NiSource, Inc.",Utilities
NJR,New Jersey Resources Corp.,Utilities
NK,"NantKwest, Inc.",Health Technology
NKE,"NIKE, Inc.",Consumer Non-Durables
NKLA,Nikola Corp.,Consumer Durables
NKTR,Nektar Therapeutics,Health Technology
NKTX,"Nkarta, Inc.",Health Technology
NL,"NL Industries, Inc.",Producer Manufacturing
NLOK,"NortonLifeLock, Inc.",Technology Services
NLS,"Nautilus, Inc.",Consumer Durables
NLSN,Nielsen Holdings Plc,Commercial Services
NLTX,"Neoleukin Therapeutics, Inc.",Health Technology
NLY,"Annaly Capital Management, Inc.",Finance
NMFC,New Mountain Finance Corp.,Finance
NMIH,"NMI Holdings, Inc.",Finance
NMRK,"Newmark Group, Inc.",Finance
NNBR,"NN, Inc.",Producer Manufacturing
NNI,"Nelnet, Inc.",Finance
NNN,"National Retail Properties, Inc.",Finance
NNOX,Nano-X Imaging Ltd.,Health Technology
NOC,Northrop Grumman Corp.,Electronic Technology
NOG,"Northern Oil & Gas, Inc.",Energy Minerals
NOMD,Nomad Foods Ltd.,Consumer Non-Durables
NOV,"National Oilwell Varco, Inc.",Industrial Services
NOVA,"Sunnova Energy International, Inc.",Distribution Services
NOVT,"Novanta, Inc.",Electronic Technology
NOW,"ServiceNow, Inc.",Technology Services
NP,"Neenah, Inc.",Process Industries
NPK,"National Presto Industries, Inc.",Consumer Durables
NPO,"EnPro Industries, Inc.",Producer Manufacturing
NPTN,NeoPhotonics Corp.,Electronic Technology
NRC,National Research Corp.,Health Services
NRG,"NRG Energy, Inc.",Utilities
NRIX,"Nurix Therapeutics, Inc.",Health Technology
NRZ,New Residential Investment Corp.,Finance
NS,NuStar Energy LP,Distribution Services
NSA,National Storage Affiliates Trust,Finance
NSC,Norfolk Southern Corp.,Transportation
NSCO,"Nesco Holdings, Inc.",Finance
NSIT,"Insight Enterprises, Inc.",Technology Services
NSP,"Insperity, Inc.",Commercial Services
NSSC,"Napco Security Technologies, Inc.",Producer Manufacturing
NSTG,"NanoString Technologies, Inc.",Health Technology
NTAP,"NetApp, Inc.",Electronic Technology
NTB,The Bank of N.T. Butterfield & Son Ltd.,Finance
NTCT,"NetScout Systems, Inc.",Technology Services
NTGR,"NETGEAR, Inc.",Technology Services
NTLA,"Intellia Therapeutics, Inc.",Health Technology
NTNX,"Nutanix, Inc.",Technology Services
NTP,"Nam Tai Property, Inc.",Electronic Technology
NTR,Nutrien Ltd.,Process Industries
NTRA,"Natera, Inc.",Health Services
NTRS,Northern Trust Corp.,Finance
NTST,NetSTREIT Corp.,Finance
NTUS,"Natus Medical, Inc.",Health Technology
NUAN,"Nuance Communications, Inc.",Technology Services
NUE,Nucor Corp.,Non-Energy Minerals
NUS,"Nu Skin Enterprises, Inc.",Consumer Non-Durables
NUVA,"NuVasive, Inc.",Health Technology
NVAX,"Novavax, Inc.",Health Technology
NVCR,Novocure Ltd.,Health Technology
NVDA,NVIDIA Corp.,Electronic Technology
NVEC,NVE Corp.,Technology Services
NVEE,"NV5 Global, Inc.",Commercial Services
NVGS,Navigator Holdings Ltd.,Transportation
NVMI,Nova Measuring Instruments Ltd.,Electronic Technology
NVR,"NVR, Inc.",Consumer Durables
NVRO,Nevro Corp.,Health Technology
NVST,Envista Holdings Corp.,Health Technology
NVT,nVent Electric Plc,Electronic Technology
NVTA,Invitae Corp.,Health Services
NWBI,"Northwest Bancshares, Inc. (Pennsylvania)",Finance
NWE,NorthWestern Corp.,Utilities
NWL,"Newell Brands, Inc.",Producer Manufacturing
NWLI,"National Western Life Group, Inc.",Finance
NWN,Northwest Natural Holding Co.,Utilities
NWPX,Northwest Pipe Co.,Producer Manufacturing
NWS,News Corp.,Consumer Services
NWSA,News Corp.,Consumer Services
NX,Quanex Building Products Corp.,Producer Manufacturing
NXE,NexGen Energy Ltd.,Non-Energy Minerals
NXGN,"NextGen Healthcare, Inc.",Technology Services
NXPI,NXP Semiconductors NV,Electronic Technology
NXRT,"NexPoint Residential Trust, Inc.",Finance
NXST,"Nexstar Media Group, Inc.",Consumer Services
NXTC,"NextCure, Inc.",Health Technology
NYCB,"New York Community Bancorp, Inc.",Finance
NYMT,"New York Mortgage Trust, Inc.",Finance
NYT,The New York Times Co.,Consumer Services
O,Realty Income Corp.,Finance
OAC,Oaktree Acquisition Corp.,Finance
OBNK,"Origin Bancorp, Inc.",Finance
OC,Owens Corning,Process Industries
OCFC,OceanFirst Financial Corp.,Finance
OCN,Ocwen Financial Corp.,Finance
OCSL,Oaktree Specialty Lending Corp.,Finance
OCUL,"Ocular Therapeutix, Inc.",Health Technology
ODC,Oil-Dri Corp. of America,Process Industries
ODFL,"Old Dominion Freight Line, Inc.",Transportation
ODP,The ODP Corp.,Retail Trade
ODT,"Odonate Therapeutics, Inc.",Health Technology
OEC,Orion Engineered Carbons SA,Process Industries
OESX,"Orion Energy Systems, Inc.",Producer Manufacturing
OFC,"Corporate Office Properties Trust, Inc.",Finance
OFG,OFG Bancorp,Finance
OFIX,"Orthofix Medical, Inc.",Health Technology
OFLX,"Omega Flex, Inc.",Producer Manufacturing
OGE,OGE Energy Corp.,Utilities
OGI,"OrganiGram Holdings, Inc.",Process Industries
OGS,"ONE Gas, Inc.",Utilities
OHI,"Omega Healthcare Investors, Inc.",Finance
OI,"O-I Glass, Inc.",Process Industries
OII,"Oceaneering International, Inc.",Industrial Services
OKE,"ONEOK, Inc.",Industrial Services
OKTA,"Okta, Inc.",Technology Services
OLED,Universal Display Corp.,Electronic Technology
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",Retail Trade
OLN,Olin Corp.,Process Industries
OLP,"One Liberty Properties, Inc.",Finance
OM,"Outset Medical, Inc.",Health Technology
OMC,"Omnicom Group, Inc.",Commercial Services
OMCL,"Omnicell, Inc.",Technology Services
OMER,Omeros Corp.,Health Technology
OMF,"OneMain Holdings, Inc.",Finance
OMI,"Owens & Minor, Inc.",Distribution Services
OMP,Oasis Midstream Partners LP,Industrial Services
ON,ON Semiconductor Corp.,Electronic Technology
ONB,Old National Bancorp,Finance
ONCR,"Oncorus, Inc.",Health Technology
ONEM,"1Life Healthcare, Inc.",Health Services
ONEW,"OneWater Marine, Inc.",Retail Trade
ONTO,"Onto Innovation, Inc.",Electronic Technology
OOMA,"Ooma, Inc.",Technology Services
OPCH,"Option Care Health, Inc.",Health Services
OPI,Office Properties Income Trust,Finance
OPK,"OPKO Health, Inc.",Health Technology
OPRT,Oportun Financial Corp.,Finance
OPRX,OptimizeRx Corp.,Technology Services
OPTN,"OptiNose, Inc.",Health Services
OPY,"Oppenheimer Holdings, Inc.",Finance
OR,Osisko Gold Royalties Ltd.,Non-Energy Minerals
ORA,"Ormat Technologies, Inc.",Utilities
ORBC,"ORBCOMM, Inc.",Communications
ORC,"Orchid Island Capital, Inc.",Finance
ORCC,Owl Rock Capital Corp.,Finance
ORCL,Oracle Corp.,Technology Services
ORGO,"Organogenesis Holdings, Inc.",Finance
ORI,Old Republic International Corp.,Finance
ORIC,"Oric Pharmaceuticals, Inc.",Health Technology
ORLY,"O'Reilly Automotive, Inc.",Retail Trade
OSB,"Norbord, Inc.",Non-Energy Minerals
OSBC,"Old Second Bancorp, Inc.",Finance
OSH,"Oak Street Health, Inc.",Health Services
OSIS,"OSI Systems, Inc.",Electronic Technology
OSK,Oshkosh Corp.,Producer Manufacturing
OSMT,Osmotica Pharmaceuticals Plc,Health Technology
OSPN,"OneSpan, Inc.",Technology Services
OSTK,"Overstock.com, Inc.",Retail Trade
OSUR,"OraSure Technologies, Inc.",Health Technology
OSW,OneSpaWorld Holdings Ltd.,Consumer Services
OTEX,Open Text Corp.,Technology Services
OTIC,"Otonomy, Inc.",Health Technology
OTIS,Otis Worldwide Corp.,Producer Manufacturing
OTRK,"Ontrak, Inc.",Health Services
OTTR,Otter Tail Corp.,Utilities
OUT,"OUTFRONT Media, Inc.",Finance
OVID,"Ovid Therapeutics, Inc.",Health Technology
OVV,"Ovintiv, Inc.",Energy Minerals
OXFD,Oxford Immunotec Global Plc,Health Technology
OXM,"Oxford Industries, Inc.",Consumer Non-Durables
OXY,Occidental Petroleum Corp.,Energy Minerals
OYST,"Oyster Point Pharma, Inc.",Health Technology
OZK,Bank OZK,Finance
PAA,Plains All American Pipeline LP,Industrial Services
PAAS,Pan American Silver Corp.,Non-Energy Minerals
PACB,"Pacific Biosciences of California, Inc.",Health Technology
PACK,Ranpak Holdings Corp.,Process Industries
PACW,PacWest Bancorp,Finance
PAE,"PAE, Inc.",Commercial Services
PAG,"Penske Automotive Group, Inc.",Retail Trade
PAGP,Plains GP Holdings LP,Industrial Services
PAGS,PagSeguro Digital Ltd.,Commercial Services
PAHC,Phibro Animal Health Corp.,Health Technology
PAND,"Pandion Therapeutics, Inc.",Health Technology
PANW,"Palo Alto Networks, Inc.",Electronic Technology
PAR,PAR Technology Corp.,Electronic Technology
PARR,"Par Pacific Holdings, Inc.",Energy Minerals
PASG,"Passage Bio, Inc.",Health Technology
PATK,"Patrick Industries, Inc.",Consumer Durables
PAYC,"Paycom Software, Inc.",Technology Services
PAYS,"PaySign, Inc.",Commercial Services
PAYX,"Paychex, Inc.",Technology Services
PB,"Prosperity Bancshares, Inc.",Finance
PBA,Pembina Pipeline Corp.,Industrial Services
PBCT,"People's United Financial, Inc.",Finance
PBF,"PBF Energy, Inc.",Energy Minerals
PBFX,PBF Logistics LP,Industrial Services
PBH,"Prestige Consumer Healthcare, Inc.",Health Technology
PBI,"Pitney Bowes, Inc.",Producer Manufacturing
PBYI,"Puma Biotechnology, Inc.",Health Technology
PCAR,"PACCAR, Inc.",Producer Manufacturing
PCG,PG&E Corp.,Utilities
PCH,PotlatchDeltic Corp.,Finance
PCRX,"Pacira Biosciences, Inc.",Health Technology
PCSB,PCSB Financial Corp.,Finance
PCTY,Paylocity Holding Corp.,Technology Services
PCVX,"Vaxcyte, Inc.",Health Technology
PCYO,Pure Cycle Corp.,Utilities
PD,"PagerDuty, Inc.",Technology Services
PDCE,"PDC Energy, Inc.",Energy Minerals
PDCO,"Patterson Cos., Inc.",Distribution Services
PDFS,"PDF Solutions, Inc.",Technology Services
PDLI,"PDL BioPharma, Inc.",Health Technology
PDM,"Piedmont Office Realty Trust, Inc.",Finance
PE,"Parsley Energy, Inc.",Energy Minerals
PEAK,"Healthpeak Properties, Inc.",Finance
PEB,Pebblebrook Hotel Trust,Finance
PEBO,"Peoples Bancorp, Inc. (Ohio)",Finance
PEG,"Public Service Enterprise Group, Inc.",Utilities
PEGA,"Pegasystems, Inc.",Technology Services
PEIX,"Pacific Ethanol, Inc.",Process Industries
PEN,"Penumbra, Inc.",Health Technology
PENN,"Penn National Gaming, Inc.",Consumer Services
PEP,"PepsiCo, Inc.",Consumer Non-Durables
PETQ,"PetIQ, Inc.",Health Technology
PETS,"PetMed Express, Inc.",Retail Trade
PFBC,Preferred Bank (California),Finance
PFC,Premier Financial Corp.,Finance
PFE,Pfizer Inc.,Health Technology
PFG,"Principal Financial Group, Inc.",Finance
PFGC,Performance Food Group Co.,Distribution Services
PFHD,Professional Holding Corp.,Finance
PFIS,Peoples Financial Services Corp.,Finance
PFLT,PennantPark Floating Rate Capital Ltd.,Finance
PFPT,"Proofpoint, Inc.",Technology Services
PFS,"Provident Financial Services, Inc.",Finance
PFSI,"PennyMac Financial Services, Inc.",Finance
PG,Procter & Gamble Co.,Consumer Non-Durables
PGC,Peapack-Gladstone Financial Corp.,Finance
PGEN,"Precigen, Inc.",Health Technology
PGNY,"Progyny, Inc.",Commercial Services
PGR,Progressive Corp.,Finance
PGRE,"Paramount Group, Inc.",Finance
PGTI,"PGT Innovations, Inc.",Producer Manufacturing
PH,Parker-Hannifin Corp.,Producer Manufacturing
PHAT,"Phathom Pharmaceuticals, Inc.",Health Technology
PHM,"PulteGroup, Inc.",Consumer Durables
PHR,"Phreesia, Inc.",Technology Services
PI,"Impinj, Inc.",Electronic Technology
PIC,Pivotal Investment Corp. II,Finance
PII,Polaris Inc.,Consumer Durables
PINC,"Premier, Inc. (North Carolina)",Health Services
PING,Ping Identity Holding Corp.,Technology Services
PINS,"Pinterest, Inc.",Technology Services
PIPR,Piper Sandler Cos.,Finance
PJT,"PJT Partners, Inc.",Finance
PK,"Park Hotels & Resorts, Inc.",Finance
PKE,Park Aerospace Corp.,Electronic Technology
PKG,Packaging Corporation of America,Process Industries
PKI,"PerkinElmer, Inc. (United States)",Health Technology
PKOH,Park-Ohio Holdings Corp.,Producer Manufacturing
PLAB,"Photronics, Inc.",Electronic Technology
PLAN,"Anaplan, Inc.",Technology Services
PLAY,"Dave & Buster's Entertainment, Inc.",Consumer Services
PLCE,"The Children's Place, Inc.",Retail Trade
PLD,"Prologis, Inc.",Finance
PLM,PolyMet Mining Corp.,Non-Energy Minerals
PLMR,"Palomar Holdings, Inc.",Finance
PLNT,"Planet Fitness, Inc.",Consumer Services
PLOW,"Douglas Dynamics, Inc.",Producer Manufacturing
PLPC,Preformed Line Products Co.,Producer Manufacturing
PLRX,"Pliant Therapeutics, Inc.",Health Technology
PLSE,"Pulse Biosciences, Inc.",Health Technology
PLT,"Plantronics, Inc.",Electronic Technology
PLTR,"Palantir Technologies, Inc.",Technology Services
PLUG,"Plug Power, Inc.",Electronic Technology
PLUS,"ePlus, Inc.",Distribution Services
PLXS,Plexus Corp.,Electronic Technology
